connection_id,from_influencer,to_influencer,connection_type,strength,interaction_count,first_seen,last_interaction
46396,4601,4704,duet,0.508,153,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46397,4661,4699,inspired_by,0.573,135,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46398,4765,4589,follows,0.166,119,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46399,4799,4633,collaborates,0.754,176,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46400,4565,4849,mentioned,0.549,179,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46401,4955,4895,reshared,0.422,128,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46402,4815,4985,tagged,0.357,59,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46403,4823,5015,duet,0.463,44,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46404,4972,4556,inspired_by,0.505,174,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46405,5051,5005,follows,0.671,33,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46406,5023,4746,collaborates,0.278,138,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46407,4805,4707,mentioned,0.101,41,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46408,4617,4791,reshared,0.712,178,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46409,5048,4549,tagged,0.227,40,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46410,4759,4823,duet,0.158,18,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46411,4754,4603,inspired_by,0.463,155,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46412,4634,5014,follows,0.174,132,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46413,4582,4670,collaborates,0.735,176,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46414,4806,4824,mentioned,0.515,66,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46415,4571,4854,reshared,0.336,139,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46416,4994,4715,tagged,0.49,127,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46417,4934,4915,duet,0.253,132,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46418,4573,4719,inspired_by,0.339,75,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46419,4688,4615,follows,0.815,199,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46420,4566,4893,collaborates,0.405,13,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46421,4846,4604,mentioned,0.816,84,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46422,4659,4667,reshared,0.185,189,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46423,4692,4950,tagged,0.97,90,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46424,4952,4943,duet,0.201,77,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46425,4883,4797,inspired_by,0.367,161,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46426,4658,4782,follows,0.293,129,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46427,4575,4810,collaborates,0.449,134,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46428,4694,5051,mentioned,0.478,145,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46429,4988,4629,reshared,0.979,29,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46430,4692,4921,tagged,0.159,22,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46431,4605,4995,duet,0.844,47,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46432,4923,4894,inspired_by,0.562,9,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46433,4769,4627,follows,0.943,154,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46434,4882,4884,collaborates,0.239,135,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46435,4615,4601,mentioned,0.302,139,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46436,4632,4961,reshared,0.887,136,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46437,4745,4721,tagged,0.506,67,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46438,4804,4591,duet,0.554,54,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46439,4794,4605,inspired_by,0.555,187,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46440,4610,4915,follows,0.189,70,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46441,5042,4824,collaborates,0.979,1,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46442,4564,4798,mentioned,0.55,180,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46443,5030,4568,reshared,0.762,183,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46444,4928,4577,tagged,0.604,85,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46445,4844,5008,duet,0.866,163,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46446,4779,4835,inspired_by,0.995,149,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46447,4718,4603,follows,0.143,10,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46448,5060,4573,collaborates,0.178,130,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46449,4621,5015,mentioned,0.345,57,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46450,4541,4548,reshared,0.614,8,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46451,4780,4927,tagged,0.325,108,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46452,4621,4667,duet,0.537,46,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46453,4620,4660,inspired_by,0.911,156,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46454,4959,4886,follows,0.171,139,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46455,4593,4987,collaborates,0.857,60,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46456,4982,4694,mentioned,0.346,32,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46457,4776,4561,reshared,0.852,196,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46458,4641,4846,tagged,0.399,134,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46459,4858,4883,duet,0.891,33,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46460,5027,4813,inspired_by,0.935,186,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46461,4741,5020,follows,0.635,158,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46462,4722,4593,collaborates,0.77,63,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46463,4827,4986,mentioned,0.728,98,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46464,4799,4764,reshared,0.105,82,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46465,4665,4988,tagged,0.547,32,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46466,4584,4896,duet,0.714,169,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46467,4664,4651,inspired_by,0.731,69,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46468,4993,4946,follows,0.741,67,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46469,4553,4654,collaborates,0.738,168,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46470,4719,4923,mentioned,0.505,40,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46471,4847,4924,reshared,0.116,49,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46472,4808,4559,tagged,0.489,5,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46473,4749,4591,duet,0.438,174,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46474,5041,4760,inspired_by,0.529,121,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46475,4667,4666,follows,0.423,189,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46476,4682,4672,collaborates,0.255,190,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46477,4978,4831,mentioned,0.87,95,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46478,4957,5057,reshared,0.585,157,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46479,4580,4699,tagged,0.855,70,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46480,4878,4665,duet,0.215,54,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46481,4999,4865,inspired_by,0.117,9,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46482,4756,4642,follows,0.32,102,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46483,4894,4673,collaborates,0.486,48,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46484,4586,4960,mentioned,0.489,172,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46485,4891,4825,reshared,0.967,15,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46486,4721,4615,tagged,0.502,157,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46487,4897,4578,duet,0.768,99,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46488,4746,4744,inspired_by,0.637,198,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46489,4722,4630,follows,0.102,88,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46490,4760,4862,collaborates,0.827,31,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46491,4765,4893,mentioned,0.739,180,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46493,4599,4951,tagged,0.337,70,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46494,4912,4933,duet,0.623,162,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46495,4933,4941,inspired_by,0.321,136,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46496,4561,4913,follows,0.455,53,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46497,4708,4571,collaborates,0.295,80,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46498,5056,4814,mentioned,0.198,93,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46499,5005,4884,reshared,0.357,190,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46500,4764,5004,tagged,0.786,172,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46501,4795,4996,duet,0.9,196,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46502,5058,4589,inspired_by,0.627,24,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46503,4593,4976,follows,0.588,198,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46504,4891,4628,collaborates,0.771,110,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46505,5009,4597,mentioned,0.849,110,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46506,4791,5023,reshared,0.915,190,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46507,5012,4969,tagged,0.788,45,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46508,4653,5041,duet,0.885,187,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46509,4885,4678,inspired_by,0.751,122,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46510,4830,4665,follows,0.245,126,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46511,4915,4980,collaborates,0.326,26,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46512,4630,4609,mentioned,0.258,21,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46513,4650,4571,reshared,0.876,104,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46514,4731,5019,tagged,0.701,62,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46515,4934,4992,duet,0.436,99,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46516,4672,4552,inspired_by,0.194,191,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46517,4710,5004,follows,0.709,165,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46518,4586,4635,collaborates,0.455,136,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46519,4811,4673,mentioned,0.238,32,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46520,4549,4760,reshared,0.135,196,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46521,4770,4990,tagged,0.239,53,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46522,4798,4907,duet,0.731,96,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46523,4709,4571,inspired_by,0.75,164,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46524,4697,4713,follows,0.83,129,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46525,4582,5042,collaborates,0.305,192,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46526,4661,4981,mentioned,0.104,90,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46527,5030,4977,reshared,0.907,144,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46528,4615,4923,tagged,0.857,79,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46529,4965,4567,duet,0.228,70,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46530,4574,4700,inspired_by,0.595,189,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46531,5041,4944,follows,0.694,76,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46532,5013,4663,collaborates,0.842,72,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46534,4770,4989,reshared,0.802,14,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46535,4591,4653,tagged,0.495,146,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46536,5043,4550,duet,0.389,15,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46537,4733,4646,inspired_by,0.903,16,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46538,4609,4555,follows,0.206,181,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46539,4590,5049,collaborates,0.378,115,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46540,4574,4727,mentioned,0.521,45,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46541,4887,4899,reshared,0.685,18,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46542,4556,4977,tagged,0.885,71,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46543,4850,4903,duet,0.387,88,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46544,4766,5018,inspired_by,0.428,15,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46545,4781,4963,follows,0.223,124,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46546,4643,4983,collaborates,0.136,30,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46547,4855,4970,mentioned,0.985,123,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46548,4925,4990,reshared,0.378,75,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46549,4800,4605,tagged,0.885,123,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46550,4842,4912,duet,0.266,81,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46551,4972,4955,inspired_by,0.647,156,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46552,4854,4799,follows,0.377,60,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46553,4632,4621,collaborates,0.362,154,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46554,4859,4820,mentioned,0.266,178,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46555,4698,4765,reshared,0.176,91,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46556,4710,4588,tagged,0.348,81,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46557,4562,4563,duet,0.775,32,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46558,4954,4604,inspired_by,0.573,120,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46559,4629,4730,follows,0.805,104,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46560,5015,4650,collaborates,0.908,45,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46561,4624,4876,mentioned,0.127,103,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46562,4825,4763,reshared,0.357,31,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46563,4843,4890,tagged,0.679,46,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46564,4698,4748,duet,0.523,192,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46565,4588,4754,inspired_by,0.663,17,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46566,4726,4549,follows,0.746,188,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46567,4724,4752,collaborates,0.911,198,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46568,4655,4634,mentioned,0.992,135,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46569,5016,5051,reshared,0.699,57,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46570,5007,4676,tagged,0.325,194,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46571,4735,4878,duet,0.939,2,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46572,4805,5006,inspired_by,0.258,124,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46573,4800,5021,follows,0.189,80,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46574,4812,4949,collaborates,0.977,98,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46575,4867,4557,mentioned,0.172,5,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46576,4833,4842,reshared,0.647,74,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46577,4926,4604,tagged,0.23,10,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46578,4773,5008,duet,0.739,10,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46579,4826,4903,inspired_by,0.298,123,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46580,5042,4589,follows,0.652,186,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46581,4828,4774,collaborates,0.776,92,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46582,5056,4677,mentioned,0.428,182,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46583,4943,4930,reshared,0.859,73,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46584,4543,5024,tagged,0.718,54,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46585,4942,4802,duet,0.2,110,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46586,4922,4853,inspired_by,0.7,85,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46587,4776,4949,follows,0.416,48,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46588,4542,4888,collaborates,0.418,63,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46589,4579,4876,mentioned,0.582,164,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46590,4648,4751,reshared,0.577,29,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46591,4855,4644,tagged,0.625,113,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46592,4973,5026,duet,0.2,69,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46593,4833,4663,inspired_by,0.722,56,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46594,4615,4869,follows,0.817,127,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46595,4869,4714,collaborates,0.817,109,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46596,4926,4542,mentioned,0.443,43,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46597,4626,4960,reshared,0.551,171,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46598,4645,4708,tagged,0.969,30,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46599,4980,4960,duet,0.808,39,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46600,4588,4968,inspired_by,0.426,4,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46601,4662,4669,follows,0.859,44,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46602,4811,4544,collaborates,0.311,9,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46603,4587,4893,mentioned,0.765,83,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46604,4745,4646,reshared,0.142,133,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46605,4774,4826,tagged,0.696,194,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46606,5049,4557,duet,0.158,161,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46607,4721,4780,inspired_by,0.261,49,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46608,4888,4759,follows,0.652,93,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46609,5050,4581,collaborates,0.283,198,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46610,4913,4699,mentioned,0.891,140,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46611,4683,4668,reshared,0.352,77,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46612,4543,4852,tagged,0.286,154,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46613,5030,4916,duet,0.102,198,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46614,4960,4768,inspired_by,0.271,111,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46615,4899,4709,follows,0.909,20,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46616,4683,5000,collaborates,0.169,28,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46617,4971,4805,mentioned,0.599,96,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46618,4647,5049,reshared,0.235,19,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46619,4721,4942,tagged,0.364,168,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46620,4903,4942,duet,0.424,138,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46621,4891,4727,inspired_by,0.588,186,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46622,4742,4606,follows,0.379,140,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46623,4607,4845,collaborates,0.18,189,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46624,4588,5025,mentioned,0.501,85,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46625,4772,4613,reshared,0.257,66,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46626,4945,4725,tagged,0.943,78,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46627,4774,5028,duet,0.666,80,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46628,4881,4574,inspired_by,0.566,119,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46629,4610,4889,follows,0.128,19,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46630,4605,4574,collaborates,0.522,163,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46631,4868,4601,mentioned,0.903,92,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46632,4606,4727,reshared,0.831,48,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46633,4745,4810,tagged,0.528,78,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46634,4902,4691,duet,0.465,84,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46635,4597,4609,inspired_by,0.679,147,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46636,4684,4976,follows,0.313,18,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46637,4546,4618,collaborates,0.321,115,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46638,4732,4811,mentioned,0.684,20,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46639,5000,4819,reshared,0.52,163,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46640,4645,4713,tagged,0.443,105,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46641,4965,4959,duet,0.617,138,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46642,4560,4973,inspired_by,0.958,79,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46643,4573,4880,follows,0.233,194,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46644,4632,5055,collaborates,0.39,38,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46645,5060,4930,mentioned,0.552,117,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46646,5001,4830,reshared,0.425,40,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46647,4841,4905,tagged,0.691,154,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46648,4663,4883,duet,0.755,187,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46649,4642,4775,inspired_by,0.136,178,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46650,4597,4926,follows,0.229,141,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46651,4721,4794,collaborates,0.673,17,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46652,4900,4662,mentioned,0.23,64,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46653,4646,4868,reshared,0.351,170,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46654,4851,4858,tagged,0.788,45,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46655,4905,4842,duet,0.94,100,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46656,4968,4718,inspired_by,0.463,98,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46657,4952,4599,follows,0.917,137,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46658,5011,4679,collaborates,0.621,25,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46659,4683,5055,mentioned,0.432,90,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46660,4722,4698,reshared,0.478,35,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46661,4932,5050,tagged,0.537,130,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46662,4642,4607,duet,0.842,42,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46663,4653,4669,inspired_by,0.109,117,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46664,4828,4832,follows,0.196,12,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46665,4912,4727,collaborates,0.454,84,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46666,4679,5053,mentioned,0.557,26,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46667,5003,4651,reshared,0.409,121,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46668,4653,4672,tagged,0.185,41,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46669,5010,4952,duet,0.465,190,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46670,4878,4596,inspired_by,0.341,90,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46671,4971,4900,follows,0.614,119,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46672,5057,4802,collaborates,0.405,82,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46673,4862,4617,mentioned,0.452,73,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46674,5043,4643,reshared,0.25,130,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46675,4903,4913,tagged,0.895,116,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46676,5000,4550,duet,0.982,17,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46677,4950,4567,inspired_by,0.929,90,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46678,4894,4897,follows,0.497,59,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46679,4596,4702,collaborates,0.242,7,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
46680,5052,4761,mentioned,0.599,194,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
