influencer_id,handle,display_name,platform,follower_count,engagement_rate,influence_score,niche,city,region,country,is_verified,created_at
4964,@plan_ivy,Plan Ivy,instagram,9218,0.0715,78.58,Device Upgrades,San Diego,California,US,0,2026-05-27T11:26:09Z
4965,@plan_finn,Plan Finn,tiktok,58321,0.0562,84.35,Roaming Services,Minneapolis,Minnesota,US,0,2026-05-27T11:26:09Z
4966,@plan_maya,Plan Maya,twitter,79968,0.0261,70.13,Enterprise Connectivity,Detroit,Michigan,US,0,2026-05-27T11:26:09Z
4967,@plan_mike,Plan Mike,youtube,30699,0.0661,81.56,IoT Connectivity,Las Vegas,Nevada,US,0,2026-05-27T11:26:09Z
4968,@plan_xena,Plan Xena,threads,5309,0.0842,85,Network Monitoring,Brooklyn,New York,US,0,2026-05-27T11:26:09Z
4969,@plan_pia,Plan Pia,instagram,8042,0.1164,100,Service Assurance,New York,New York,US,0,2026-05-27T11:26:09Z
4970,@plan_hope,Plan Hope,tiktok,7175529,0.0114,94.22,Field Operations,Los Angeles,California,US,1,2026-05-27T11:26:09Z
4971,@bundle_xena,Bundle Xena,twitter,1218,0.0764,74.21,Family Plans,Chicago,Illinois,US,0,2026-05-27T11:26:09Z
4972,@bundle_reed,Bundle Reed,youtube,20296,0.0787,92.45,Connected Life,Houston,Texas,US,0,2026-05-27T11:26:09Z
4973,@bundle_jace,Bundle Jace,threads,2322,0.1076,88.74,Billing Experience,Phoenix,Arizona,US,0,2026-05-27T11:26:09Z
4974,@bundle_cleo,Bundle Cleo,instagram,532200,0.0346,83.57,Mobile Service,San Francisco,California,US,1,2026-05-27T11:26:09Z
4975,@bundle_mia,Bundle Mia,tiktok,1217,0.1103,88.15,Fiber Broadband,Miami,Florida,US,0,2026-05-27T11:26:09Z
4976,@bundle_ella,Bundle Ella,twitter,8141,0.0941,91.05,5G Services,Seattle,Washington,US,0,2026-05-27T11:26:09Z
4977,@bundle_maya,Bundle Maya,youtube,6308,0.1114,100,Customer Retention,Denver,Colorado,US,0,2026-05-27T11:26:09Z
4978,@bundle_jen,Bundle Jen,threads,757116,0.0339,90.86,Home Internet,Austin,Texas,US,1,2026-05-27T11:26:09Z
4979,@bundle_zara,Bundle Zara,instagram,4172,0.0896,89.29,Device Upgrades,Nashville,Tennessee,US,0,2026-05-27T11:26:09Z
4980,@bundle_tess,Bundle Tess,tiktok,3336,0.115,100,Roaming Services,Portland,Oregon,US,0,2026-05-27T11:26:09Z
4981,@metro_yuri,Metro Yuri,twitter,57578,0.0484,88.44,Enterprise Connectivity,Boston,Massachusetts,US,0,2026-05-27T11:26:09Z
4982,@metro_tess,Metro Tess,youtube,7506,0.104,94.86,IoT Connectivity,Atlanta,Georgia,US,0,2026-05-27T11:26:09Z
4983,@metro_nora,Metro Nora,threads,4943,0.1015,89.95,Network Monitoring,Dallas,Texas,US,0,2026-05-27T11:26:09Z
4984,@metro_hope,Metro Hope,instagram,945381,0.0204,87.19,Service Assurance,San Diego,California,US,1,2026-05-27T11:26:09Z
4985,@metro_max,Metro Max,tiktok,38166,0.045,73.53,Field Operations,Minneapolis,Minnesota,US,0,2026-05-27T11:26:09Z
4986,@metro_mia,Metro Mia,twitter,61262,0.0578,79.83,Family Plans,Detroit,Michigan,US,0,2026-05-27T11:26:09Z
4987,@metro_finn,Metro Finn,youtube,13130623,0.0111,95.19,Connected Life,Las Vegas,Nevada,US,1,2026-05-27T11:26:09Z
4988,@metro_ava,Metro Ava,threads,9676,0.0952,98.08,Billing Experience,Brooklyn,New York,US,0,2026-05-27T11:26:09Z
4989,@metro_marcus,Metro Marcus,instagram,6684,0.0746,86.95,Mobile Service,New York,New York,US,0,2026-05-27T11:26:09Z
4990,@metro_sarah,Metro Sarah,tiktok,5704,0.0596,82.16,Fiber Broadband,Los Angeles,California,US,0,2026-05-27T11:26:09Z
4991,@homeconnect_zara,Homeconnect Zara,twitter,7308,0.0638,77.71,5G Services,Chicago,Illinois,US,0,2026-05-27T11:26:09Z
4992,@homeconnect_vince,Homeconnect Vince,youtube,5479343,0.0225,87.31,Customer Retention,Houston,Texas,US,1,2026-05-27T11:26:09Z
4993,@homeconnect_reed,Homeconnect Reed,threads,9458,0.0522,75.34,Home Internet,Phoenix,Arizona,US,0,2026-05-27T11:26:09Z
4994,@homeconnect_liam,Homeconnect Liam,instagram,7538,0.0903,86.94,Device Upgrades,San Francisco,California,US,0,2026-05-27T11:26:09Z
4995,@homeconnect_hope,Homeconnect Hope,tiktok,11563794,0.0054,92.75,Roaming Services,Miami,Florida,US,1,2026-05-27T11:26:09Z
4996,@homeconnect_cleo,Homeconnect Cleo,twitter,55866,0.0531,89.88,Enterprise Connectivity,Seattle,Washington,US,0,2026-05-27T11:26:09Z
4997,@homeconnect_ivy,Homeconnect Ivy,youtube,7127,0.0541,74.31,IoT Connectivity,Denver,Colorado,US,0,2026-05-27T11:26:09Z
4998,@homeconnect_luna,Homeconnect Luna,threads,67794,0.0407,72.1,Network Monitoring,Austin,Texas,US,0,2026-05-27T11:26:09Z
4999,@homeconnect_ella,Homeconnect Ella,instagram,87420,0.0504,79.06,Service Assurance,Nashville,Tennessee,US,0,2026-05-27T11:26:09Z
5000,@homeconnect_ava,Homeconnect Ava,tiktok,4353,0.0926,88.22,Field Operations,Portland,Oregon,US,0,2026-05-27T11:26:09Z
5001,@signalbridge_beau,Signalbridge Beau,twitter,50153,0.0762,95.25,Family Plans,Boston,Massachusetts,US,0,2026-05-27T11:26:09Z
5002,@signalbridge_xena,Signalbridge Xena,youtube,5362,0.0595,79.64,Connected Life,Atlanta,Georgia,US,0,2026-05-27T11:26:09Z
5003,@signalbridge_uma,Signalbridge Uma,threads,905942,0.0318,85.45,Billing Experience,Dallas,Texas,US,1,2026-05-27T11:26:09Z
5004,@signalbridge_reed,Signalbridge Reed,instagram,8628,0.0516,75.34,Mobile Service,San Diego,California,US,0,2026-05-27T11:26:09Z
5005,@signalbridge_nora,Signalbridge Nora,tiktok,843661,0.0167,82.64,Fiber Broadband,Minneapolis,Minnesota,US,1,2026-05-27T11:26:09Z
5006,@signalbridge_jace,Signalbridge Jace,twitter,77837,0.0781,100,5G Services,Detroit,Michigan,US,0,2026-05-27T11:26:09Z
5007,@signalbridge_gus,Signalbridge Gus,youtube,10409,0.0335,59.33,Customer Retention,Las Vegas,Nevada,US,0,2026-05-27T11:26:09Z
5008,@signalbridge_cleo,Signalbridge Cleo,threads,2774,0.0952,83.62,Home Internet,Brooklyn,New York,US,0,2026-05-27T11:26:09Z
5009,@signalbridge_leo,Signalbridge Leo,instagram,9718,0.1106,100,Device Upgrades,New York,New York,US,0,2026-05-27T11:26:09Z
5010,@signalbridge_mia,Signalbridge Mia,tiktok,8690,0.0418,66.07,Roaming Services,Los Angeles,California,US,0,2026-05-27T11:26:09Z
5011,@fiberpath_cass,Fiberpath Cass,twitter,5301,0.0819,91.69,Enterprise Connectivity,Chicago,Illinois,US,0,2026-05-27T11:26:09Z
5012,@fiberpath_zara,Fiberpath Zara,youtube,5760,0.0322,55.14,IoT Connectivity,Houston,Texas,US,0,2026-05-27T11:26:09Z
5013,@fiberpath_xena,Fiberpath Xena,threads,7069,0.0838,89.79,Network Monitoring,Phoenix,Arizona,US,0,2026-05-27T11:26:09Z
5014,@fiberpath_vince,Fiberpath Vince,instagram,408831,0.0163,79.68,Service Assurance,San Francisco,California,US,0,2026-05-27T11:26:09Z
5015,@fiberpath_tess,Fiberpath Tess,tiktok,5642,0.0358,65.21,Field Operations,Miami,Florida,US,0,2026-05-27T11:26:09Z
5016,@fiberpath_reed,Fiberpath Reed,twitter,11089,0.0692,83.41,Family Plans,Seattle,Washington,US,0,2026-05-27T11:26:09Z
5017,@fiberpath_omar,Fiberpath Omar,youtube,1611,0.1081,96.87,Connected Life,Denver,Colorado,US,0,2026-05-27T11:26:09Z
5018,@fiberpath_liam,Fiberpath Liam,threads,163993,0.0265,75.4,Billing Experience,Austin,Texas,US,0,2026-05-27T11:26:09Z
5019,@fiberpath_jace,Fiberpath Jace,instagram,95056,0.044,76.72,Mobile Service,Nashville,Tennessee,US,0,2026-05-27T11:26:09Z
5020,@fiberpath_hope,Fiberpath Hope,tiktok,49121,0.042,73.86,Fiber Broadband,Portland,Oregon,US,0,2026-05-27T11:26:09Z
5021,@roamflow_dev,Roamflow Dev,twitter,5215,0.0988,87.31,5G Services,Boston,Massachusetts,US,0,2026-05-27T11:26:09Z
5022,@roamflow_cass,Roamflow Cass,youtube,6364,0.117,100,Customer Retention,Atlanta,Georgia,US,0,2026-05-27T11:26:09Z
5023,@roamflow_beau,Roamflow Beau,threads,52633,0.0309,75.72,Home Internet,Dallas,Texas,US,0,2026-05-27T11:26:09Z
5024,@roamflow_zara,Roamflow Zara,instagram,4031,0.0696,84.24,Device Upgrades,San Diego,California,US,0,2026-05-27T11:26:09Z
5025,@roamflow_yuri,Roamflow Yuri,tiktok,48390,0.066,86.75,Roaming Services,Minneapolis,Minnesota,US,0,2026-05-27T11:26:09Z
5026,@roamflow_xena,Roamflow Xena,twitter,925174,0.042,98.36,Enterprise Connectivity,Detroit,Michigan,US,1,2026-05-27T11:26:09Z
5027,@roamflow_wren,Roamflow Wren,youtube,33041,0.0757,94.89,IoT Connectivity,Las Vegas,Nevada,US,0,2026-05-27T11:26:09Z
5028,@roamflow_vince,Roamflow Vince,threads,267199,0.0395,83.32,Network Monitoring,Brooklyn,New York,US,0,2026-05-27T11:26:09Z
5029,@roamflow_uma,Roamflow Uma,instagram,4735,0.0627,79.47,Service Assurance,New York,New York,US,0,2026-05-27T11:26:09Z
5030,@roamflow_tess,Roamflow Tess,tiktok,79034,0.063,97.51,Field Operations,Los Angeles,California,US,0,2026-05-27T11:26:09Z
5031,@wavefirst_sarah,Wavefirst Sarah,twitter,45343,0.0542,86.18,Family Plans,Chicago,Illinois,US,0,2026-05-27T11:26:09Z
5041,@enterpriseedge_mike,Enterpriseedge Mike,youtube,71598,0.0647,92.6,Connected Life,Houston,Texas,US,0,2026-05-27T11:26:09Z
5042,@enterpriseedge_jen,Enterpriseedge Jen,threads,94369,0.042,87.34,Billing Experience,Phoenix,Arizona,US,0,2026-05-27T11:26:09Z
5043,@enterpriseedge_alex,Enterpriseedge Alex,instagram,7066,0.0789,79.99,Mobile Service,San Francisco,California,US,0,2026-05-27T11:26:09Z
5044,@enterpriseedge_zoe,Enterpriseedge Zoe,tiktok,12804,0.0622,82.59,Fiber Broadband,Miami,Florida,US,0,2026-05-27T11:26:09Z
5045,@enterpriseedge_marcus,Enterpriseedge Marcus,twitter,86305,0.0453,83.52,5G Services,Seattle,Washington,US,0,2026-05-27T11:26:09Z
5046,@enterpriseedge_lily,Enterpriseedge Lily,youtube,2553910,0.0235,88.51,Customer Retention,Denver,Colorado,US,1,2026-05-27T11:26:09Z
5047,@enterpriseedge_kai,Enterpriseedge Kai,threads,305394,0.016,71.35,Home Internet,Austin,Texas,US,0,2026-05-27T11:26:09Z
5048,@enterpriseedge_maya,Enterpriseedge Maya,instagram,90165,0.0369,77.21,Device Upgrades,Nashville,Tennessee,US,0,2026-05-27T11:26:09Z
5049,@enterpriseedge_tyler,Enterpriseedge Tyler,tiktok,9663,0.0738,88.76,Roaming Services,Portland,Oregon,US,0,2026-05-27T11:26:09Z
5050,@enterpriseedge_ava,Enterpriseedge Ava,twitter,167790,0.0206,80.39,Enterprise Connectivity,Boston,Massachusetts,US,0,2026-05-27T11:26:09Z
5051,@pulsepoint5g_jen,Pulsepoint5g Jen,youtube,1820,0.0504,70.59,IoT Connectivity,Atlanta,Georgia,US,0,2026-05-27T11:26:09Z
5052,@pulsepoint5g_zoe,Pulsepoint5g Zoe,threads,3019,0.0353,59.56,Network Monitoring,Dallas,Texas,US,0,2026-05-27T11:26:09Z
5053,@pulsepoint5g_lily,Pulsepoint5g Lily,instagram,555557,0.0363,84.69,Service Assurance,San Diego,California,US,1,2026-05-27T11:26:09Z
5054,@pulsepoint5g_maya,Pulsepoint5g Maya,tiktok,3442,0.1163,100,Field Operations,Minneapolis,Minnesota,US,0,2026-05-27T11:26:09Z
5055,@pulsepoint5g_ava,Pulsepoint5g Ava,twitter,1182,0.0684,74.75,Family Plans,Detroit,Michigan,US,0,2026-05-27T11:26:09Z
5056,@pulsepoint5g_nina,Pulsepoint5g Nina,youtube,507881,0.0191,76.94,Connected Life,Las Vegas,Nevada,US,1,2026-05-27T11:26:09Z
5057,@pulsepoint5g_ella,Pulsepoint5g Ella,threads,8399,0.0998,99.62,Billing Experience,Brooklyn,New York,US,0,2026-05-27T11:26:09Z
5058,@pulsepoint5g_aria,Pulsepoint5g Aria,instagram,9503,0.0582,81.72,Mobile Service,New York,New York,US,0,2026-05-27T11:26:09Z
5059,@pulsepoint5g_luna,Pulsepoint5g Luna,tiktok,38904,0.0663,85.93,Fiber Broadband,Los Angeles,California,US,0,2026-05-27T11:26:09Z
5060,@pulsepoint5g_mia,Pulsepoint5g Mia,twitter,11883166,0.0176,88.75,5G Services,Chicago,Illinois,US,1,2026-05-27T11:26:09Z
