mention_id,post_id,product_id,confidence_score,mention_type,created_at
24304,47009,1560,0.846,inferred,2026-05-27T11:26:10Z
24305,47011,1561,0.721,semantic,2026-05-27T11:26:10Z
24306,47013,1542,0.759,visual,2026-05-27T11:26:10Z
24307,47014,1572,0.859,inferred,2026-05-27T11:26:11Z
24308,47015,1564,0.909,direct,2026-05-27T11:26:11Z
24309,47016,1558,0.858,semantic,2026-05-27T11:26:11Z
24310,47017,1570,0.944,hashtag,2026-05-27T11:26:11Z
24311,47018,1541,0.971,visual,2026-05-27T11:26:11Z
24312,47019,1564,0.795,inferred,2026-05-27T11:26:11Z
24313,47023,1571,0.775,visual,2026-05-27T11:26:11Z
24314,47024,1564,0.734,inferred,2026-05-27T11:26:11Z
24315,47025,1567,0.961,direct,2026-05-27T11:26:11Z
24316,47028,1549,0.835,visual,2026-05-27T11:26:11Z
24317,47029,1542,0.958,inferred,2026-05-27T11:26:11Z
24318,47030,1554,0.971,direct,2026-05-27T11:26:11Z
24319,47031,1567,0.961,semantic,2026-05-27T11:26:11Z
24320,47033,1545,0.803,visual,2026-05-27T11:26:11Z
24321,47034,1548,0.88,inferred,2026-05-27T11:26:11Z
24322,47035,1542,0.754,direct,2026-05-27T11:26:11Z
24323,47036,1549,0.895,semantic,2026-05-27T11:26:11Z
24324,47037,1562,0.982,hashtag,2026-05-27T11:26:11Z
24325,47038,1551,0.714,visual,2026-05-27T11:26:11Z
24326,47040,1541,0.796,direct,2026-05-27T11:26:11Z
24327,47044,1556,0.956,inferred,2026-05-27T11:26:11Z
24328,47046,1543,0.77,semantic,2026-05-27T11:26:11Z
24329,47047,1547,0.905,hashtag,2026-05-27T11:26:11Z
24330,47050,1571,0.826,direct,2026-05-27T11:26:11Z
24331,47051,1550,0.708,semantic,2026-05-27T11:26:11Z
24332,47052,1569,0.761,hashtag,2026-05-27T11:26:11Z
24333,47053,1559,0.913,visual,2026-05-27T11:26:11Z
24334,47054,1558,0.833,inferred,2026-05-27T11:26:11Z
24335,47055,1545,0.733,direct,2026-05-27T11:26:11Z
24336,47056,1549,0.981,semantic,2026-05-27T11:26:11Z
24337,47057,1557,0.932,hashtag,2026-05-27T11:26:11Z
24338,47058,1551,0.812,visual,2026-05-27T11:26:11Z
24339,47060,1553,0.722,direct,2026-05-27T11:26:11Z
24340,47061,1555,0.979,semantic,2026-05-27T11:26:11Z
24341,47062,1549,0.778,hashtag,2026-05-27T11:26:11Z
24342,47063,1556,0.82,visual,2026-05-27T11:26:11Z
24343,47064,1547,0.795,inferred,2026-05-27T11:26:11Z
24344,47066,1559,0.857,semantic,2026-05-27T11:26:11Z
24345,47068,1554,0.785,visual,2026-05-27T11:26:11Z
24346,47069,1568,0.956,inferred,2026-05-27T11:26:11Z
24347,47070,1548,0.765,direct,2026-05-27T11:26:11Z
24348,47071,1569,0.737,semantic,2026-05-27T11:26:11Z
24349,47073,1557,0.732,visual,2026-05-27T11:26:11Z
24350,47074,1556,0.821,inferred,2026-05-27T11:26:11Z
24351,47076,1563,0.964,semantic,2026-05-27T11:26:11Z
24352,47077,1561,0.769,hashtag,2026-05-27T11:26:11Z
24353,47078,1548,0.793,visual,2026-05-27T11:26:11Z
24354,47079,1569,0.935,inferred,2026-05-27T11:26:11Z
24355,47081,1541,0.907,semantic,2026-05-27T11:26:11Z
24356,47082,1570,0.743,hashtag,2026-05-27T11:26:11Z
24357,47083,1558,0.896,visual,2026-05-27T11:26:11Z
24358,47085,1560,0.97,direct,2026-05-27T11:26:11Z
24359,47087,1566,0.709,hashtag,2026-05-27T11:26:11Z
24360,47088,1561,0.93,visual,2026-05-27T11:26:11Z
24361,47090,1543,0.736,direct,2026-05-27T11:26:11Z
24362,47091,1569,0.736,semantic,2026-05-27T11:26:11Z
24363,47093,1559,0.809,visual,2026-05-27T11:26:11Z
24364,47094,1553,0.938,inferred,2026-05-27T11:26:11Z
24365,47095,1544,0.854,direct,2026-05-27T11:26:11Z
24366,47096,1547,0.931,semantic,2026-05-27T11:26:11Z
24367,47097,1559,0.727,hashtag,2026-05-27T11:26:11Z
24368,47098,1570,0.846,visual,2026-05-27T11:26:11Z
24369,47100,1562,0.806,direct,2026-05-27T11:26:11Z
24370,47101,1549,0.705,semantic,2026-05-27T11:26:11Z
24371,47102,1543,0.921,hashtag,2026-05-27T11:26:11Z
24372,47103,1562,0.726,visual,2026-05-27T11:26:11Z
24373,47104,1548,0.775,inferred,2026-05-27T11:26:11Z
24374,47105,1571,0.896,direct,2026-05-27T11:26:11Z
24375,47108,1541,0.927,visual,2026-05-27T11:26:11Z
24376,47110,1565,0.741,direct,2026-05-27T11:26:11Z
24377,47111,1561,0.927,semantic,2026-05-27T11:26:11Z
24378,47112,1567,0.798,hashtag,2026-05-27T11:26:11Z
24379,47113,1555,0.961,visual,2026-05-27T11:26:11Z
24380,47115,1554,0.863,direct,2026-05-27T11:26:11Z
24381,47116,1554,0.793,semantic,2026-05-27T11:26:11Z
24382,47117,1552,0.837,hashtag,2026-05-27T11:26:11Z
24383,47118,1556,0.889,visual,2026-05-27T11:26:11Z
24384,47119,1545,0.775,inferred,2026-05-27T11:26:11Z
24385,47120,1554,0.974,direct,2026-05-27T11:26:11Z
24386,47121,1571,0.95,semantic,2026-05-27T11:26:11Z
24387,47122,1552,0.834,hashtag,2026-05-27T11:26:11Z
24388,47123,1543,0.718,visual,2026-05-27T11:26:11Z
24389,47124,1572,0.859,inferred,2026-05-27T11:26:11Z
24390,47127,1555,0.86,hashtag,2026-05-27T11:26:11Z
24391,47128,1548,0.986,visual,2026-05-27T11:26:11Z
24392,47129,1562,0.948,inferred,2026-05-27T11:26:11Z
24393,47130,1541,0.767,direct,2026-05-27T11:26:11Z
24394,47131,1570,0.787,semantic,2026-05-27T11:26:11Z
24395,47134,1567,0.719,inferred,2026-05-27T11:26:11Z
24396,47135,1568,0.961,direct,2026-05-27T11:26:11Z
24397,47137,1544,0.807,hashtag,2026-05-27T11:26:11Z
24398,47139,1556,0.872,inferred,2026-05-27T11:26:11Z
24399,47140,1542,0.756,direct,2026-05-27T11:26:11Z
24400,47141,1563,0.779,semantic,2026-05-27T11:26:11Z
24401,47145,1563,0.802,direct,2026-05-27T11:26:11Z
24402,47146,1564,0.998,semantic,2026-05-27T11:26:11Z
24403,47147,1541,0.948,hashtag,2026-05-27T11:26:11Z
24404,47148,1554,0.954,visual,2026-05-27T11:26:11Z
24405,47150,1550,0.758,direct,2026-05-27T11:26:11Z
24406,47151,1554,0.762,semantic,2026-05-27T11:26:11Z
24407,47152,1549,0.961,hashtag,2026-05-27T11:26:11Z
24408,47153,1562,0.701,visual,2026-05-27T11:26:11Z
24409,47154,1541,0.848,inferred,2026-05-27T11:26:11Z
24410,47156,1565,0.976,semantic,2026-05-27T11:26:11Z
24411,47158,1560,0.854,visual,2026-05-27T11:26:11Z
24412,47159,1542,0.823,inferred,2026-05-27T11:26:11Z
24413,47161,1541,0.785,semantic,2026-05-27T11:26:11Z
24414,47162,1560,0.762,hashtag,2026-05-27T11:26:11Z
24415,47163,1548,0.821,visual,2026-05-27T11:26:11Z
24416,47165,1569,0.865,direct,2026-05-27T11:26:11Z
24417,47166,1541,0.96,semantic,2026-05-27T11:26:11Z
24418,47167,1572,0.724,hashtag,2026-05-27T11:26:11Z
24419,47169,1546,0.706,inferred,2026-05-27T11:26:11Z
24420,47171,1551,0.897,semantic,2026-05-27T11:26:11Z
24421,47172,1557,0.985,hashtag,2026-05-27T11:26:11Z
24422,47173,1544,0.771,visual,2026-05-27T11:26:11Z
24423,47174,1545,0.869,inferred,2026-05-27T11:26:11Z
24424,47176,1553,0.723,semantic,2026-05-27T11:26:11Z
24425,47178,1545,0.821,visual,2026-05-27T11:26:11Z
24426,47179,1549,0.764,inferred,2026-05-27T11:26:11Z
24427,47181,1564,0.767,semantic,2026-05-27T11:26:11Z
24428,47182,1572,0.862,hashtag,2026-05-27T11:26:11Z
24429,47183,1557,0.992,visual,2026-05-27T11:26:11Z
24430,47184,1563,0.761,inferred,2026-05-27T11:26:11Z
24431,47185,1563,0.81,direct,2026-05-27T11:26:11Z
24432,47187,1562,0.938,hashtag,2026-05-27T11:26:11Z
24433,47188,1546,0.779,visual,2026-05-27T11:26:11Z
24434,47190,1544,0.839,direct,2026-05-27T11:26:11Z
24435,47191,1564,0.717,semantic,2026-05-27T11:26:11Z
24436,47193,1562,0.909,visual,2026-05-27T11:26:11Z
24437,47194,1556,0.789,inferred,2026-05-27T11:26:11Z
24438,47195,1542,0.743,direct,2026-05-27T11:26:11Z
24439,47197,1568,0.842,hashtag,2026-05-27T11:26:11Z
24440,47198,1554,0.743,visual,2026-05-27T11:26:11Z
24441,47200,1548,0.782,direct,2026-05-27T11:26:11Z
24442,47201,1552,0.931,semantic,2026-05-27T11:26:11Z
24443,47202,1554,0.947,hashtag,2026-05-27T11:26:11Z
24444,47203,1550,0.709,visual,2026-05-27T11:26:11Z
24445,47204,1560,0.713,inferred,2026-05-27T11:26:11Z
24446,47205,1558,0.745,direct,2026-05-27T11:26:11Z
24447,47206,1541,0.864,semantic,2026-05-27T11:26:11Z
24448,47207,1542,0.896,hashtag,2026-05-27T11:26:11Z
24449,47210,1570,0.934,direct,2026-05-27T11:26:11Z
24450,47211,1572,0.748,semantic,2026-05-27T11:26:11Z
24451,47212,1546,0.969,hashtag,2026-05-27T11:26:11Z
24452,47213,1571,0.794,visual,2026-05-27T11:26:11Z
24453,47215,1568,0.903,direct,2026-05-27T11:26:11Z
24454,47216,1548,0.768,semantic,2026-05-27T11:26:11Z
24455,47218,1558,0.714,visual,2026-05-27T11:26:11Z
24456,47221,1541,0.919,semantic,2026-05-27T11:26:11Z
24457,47223,1559,0.749,visual,2026-05-27T11:26:11Z
24458,47225,1557,0.756,direct,2026-05-27T11:26:11Z
24459,47226,1557,0.868,semantic,2026-05-27T11:26:11Z
24460,47230,1544,0.924,direct,2026-05-27T11:26:11Z
24461,47231,1568,0.948,semantic,2026-05-27T11:26:11Z
24462,47234,1559,0.763,inferred,2026-05-27T11:26:11Z
24463,47235,1545,0.892,direct,2026-05-27T11:26:11Z
24464,47236,1546,0.916,semantic,2026-05-27T11:26:11Z
24465,47239,1558,0.928,inferred,2026-05-27T11:26:11Z
24466,47240,1547,0.81,direct,2026-05-27T11:26:11Z
24467,47241,1565,0.995,semantic,2026-05-27T11:26:11Z
24468,47242,1561,0.877,hashtag,2026-05-27T11:26:11Z
24469,47243,1565,0.86,visual,2026-05-27T11:26:11Z
24470,47244,1555,0.771,inferred,2026-05-27T11:26:11Z
24471,47247,1545,0.96,hashtag,2026-05-27T11:26:11Z
24472,47249,1541,0.792,inferred,2026-05-27T11:26:11Z
24473,47251,1554,0.923,semantic,2026-05-27T11:26:11Z
24474,47252,1566,0.704,hashtag,2026-05-27T11:26:11Z
24475,47254,1558,0.91,inferred,2026-05-27T11:26:11Z
24476,47255,1564,0.815,direct,2026-05-27T11:26:11Z
24477,47259,1550,0.944,inferred,2026-05-27T11:26:11Z
24478,47261,1554,0.993,semantic,2026-05-27T11:26:11Z
24479,47263,1568,0.946,visual,2026-05-27T11:26:11Z
24480,47264,1549,0.901,inferred,2026-05-27T11:26:11Z
24481,47266,1552,0.883,semantic,2026-05-27T11:26:11Z
24482,47268,1548,0.921,visual,2026-05-27T11:26:11Z
24483,47269,1569,0.98,inferred,2026-05-27T11:26:11Z
24484,47270,1560,0.837,direct,2026-05-27T11:26:11Z
24485,47272,1572,0.843,hashtag,2026-05-27T11:26:11Z
24486,47273,1550,0.816,visual,2026-05-27T11:26:11Z
24487,47274,1556,0.752,inferred,2026-05-27T11:26:11Z
24488,47277,1543,0.776,hashtag,2026-05-27T11:26:11Z
24489,47278,1563,0.986,visual,2026-05-27T11:26:11Z
24490,47279,1566,0.887,inferred,2026-05-27T11:26:11Z
24491,47280,1565,0.722,direct,2026-05-27T11:26:11Z
24492,47281,1559,0.919,semantic,2026-05-27T11:26:11Z
24493,47282,1559,0.908,hashtag,2026-05-27T11:26:11Z
24494,47283,1556,0.974,visual,2026-05-27T11:26:11Z
24495,47285,1549,0.799,direct,2026-05-27T11:26:11Z
24496,47286,1557,0.815,semantic,2026-05-27T11:26:11Z
24497,47290,1567,0.854,direct,2026-05-27T11:26:11Z
24498,47291,1541,0.771,semantic,2026-05-27T11:26:11Z
24499,47293,1544,0.737,visual,2026-05-27T11:26:11Z
24500,47294,1563,0.747,inferred,2026-05-27T11:26:11Z
24501,47296,1549,0.767,semantic,2026-05-27T11:26:11Z
24502,47299,1563,0.895,inferred,2026-05-27T11:26:11Z
24503,47300,1557,0.773,direct,2026-05-27T11:26:11Z
24504,47303,1559,0.716,visual,2026-05-27T11:26:11Z
24505,47304,1561,0.769,inferred,2026-05-27T11:26:11Z
24506,47307,1554,0.863,hashtag,2026-05-27T11:26:11Z
24507,47308,1556,0.955,visual,2026-05-27T11:26:11Z
24508,47309,1547,0.957,inferred,2026-05-27T11:26:11Z
24509,47310,1560,0.998,direct,2026-05-27T11:26:11Z
24510,47311,1557,0.948,semantic,2026-05-27T11:26:11Z
24511,47314,1543,0.913,inferred,2026-05-27T11:26:11Z
24512,47316,1541,0.834,semantic,2026-05-27T11:26:11Z
24513,47318,1566,0.719,visual,2026-05-27T11:26:11Z
24514,47319,1559,0.779,inferred,2026-05-27T11:26:11Z
24515,47320,1566,0.933,direct,2026-05-27T11:26:11Z
24516,47321,1541,0.946,semantic,2026-05-27T11:26:11Z
24517,47328,1543,0.714,visual,2026-05-27T11:26:11Z
24518,47329,1558,0.705,inferred,2026-05-27T11:26:11Z
24519,47330,1542,0.921,direct,2026-05-27T11:26:11Z
24520,47331,1547,0.905,semantic,2026-05-27T11:26:11Z
24521,47332,1549,0.914,hashtag,2026-05-27T11:26:11Z
24522,47333,1564,0.763,visual,2026-05-27T11:26:11Z
24523,47334,1547,0.834,inferred,2026-05-27T11:26:11Z
24524,47335,1557,0.92,direct,2026-05-27T11:26:11Z
24525,47336,1572,0.996,semantic,2026-05-27T11:26:11Z
24526,47337,1571,0.714,hashtag,2026-05-27T11:26:11Z
24527,47339,1563,0.728,inferred,2026-05-27T11:26:11Z
24528,47340,1564,0.823,direct,2026-05-27T11:26:11Z
24529,47341,1541,0.906,semantic,2026-05-27T11:26:11Z
24530,47344,1548,0.916,inferred,2026-05-27T11:26:11Z
24531,47346,1547,0.916,semantic,2026-05-27T11:26:11Z
24532,47348,1552,0.737,visual,2026-05-27T11:26:11Z
24533,47351,1561,0.956,semantic,2026-05-27T11:26:11Z
24534,47353,1551,0.754,visual,2026-05-27T11:26:11Z
24535,47354,1565,0.851,inferred,2026-05-27T11:26:11Z
24536,47355,1560,0.904,direct,2026-05-27T11:26:11Z
24537,47356,1547,0.707,semantic,2026-05-27T11:26:11Z
24538,47357,1552,0.928,hashtag,2026-05-27T11:26:11Z
24539,47361,1553,0.89,semantic,2026-05-27T11:26:11Z
24540,47362,1544,0.842,hashtag,2026-05-27T11:26:11Z
24541,47364,1566,0.942,inferred,2026-05-27T11:26:11Z
24542,47366,1545,0.836,semantic,2026-05-27T11:26:11Z
24543,47367,1550,0.917,hashtag,2026-05-27T11:26:11Z
24544,47368,1560,0.743,visual,2026-05-27T11:26:11Z
24545,47369,1569,0.728,inferred,2026-05-27T11:26:11Z
24546,47374,1566,0.978,inferred,2026-05-27T11:26:11Z
24547,47376,1566,0.871,semantic,2026-05-27T11:26:11Z
24548,47377,1543,0.964,hashtag,2026-05-27T11:26:11Z
24549,47378,1569,0.793,visual,2026-05-27T11:26:11Z
24550,47379,1555,0.855,inferred,2026-05-27T11:26:11Z
24551,47381,1552,0.768,semantic,2026-05-27T11:26:11Z
24552,47383,1547,0.954,visual,2026-05-27T11:26:11Z
24553,47385,1568,0.796,direct,2026-05-27T11:26:11Z
24554,47386,1565,0.989,semantic,2026-05-27T11:26:11Z
24555,47387,1541,0.935,hashtag,2026-05-27T11:26:11Z
24556,47389,1563,0.717,inferred,2026-05-27T11:26:11Z
24557,47390,1568,0.716,direct,2026-05-27T11:26:11Z
24558,47391,1556,0.72,semantic,2026-05-27T11:26:11Z
24559,47392,1543,0.79,hashtag,2026-05-27T11:26:11Z
24560,47394,1561,0.926,inferred,2026-05-27T11:26:11Z
24561,47395,1567,0.858,direct,2026-05-27T11:26:11Z
24562,47396,1547,0.876,semantic,2026-05-27T11:26:11Z
24563,47398,1565,0.892,visual,2026-05-27T11:26:11Z
24564,47399,1572,0.794,inferred,2026-05-27T11:26:11Z
24565,47401,1571,0.764,semantic,2026-05-27T11:26:11Z
24566,47403,1545,0.817,visual,2026-05-27T11:26:11Z
24567,47404,1543,0.875,inferred,2026-05-27T11:26:11Z
24568,47405,1565,0.869,direct,2026-05-27T11:26:11Z
24569,47406,1543,0.772,semantic,2026-05-27T11:26:11Z
24570,47407,1545,0.941,hashtag,2026-05-27T11:26:11Z
24571,47408,1556,0.706,visual,2026-05-27T11:26:11Z
24572,47409,1557,0.984,inferred,2026-05-27T11:26:11Z
24573,47410,1559,0.937,direct,2026-05-27T11:26:11Z
24574,47411,1563,0.798,semantic,2026-05-27T11:26:11Z
24575,47414,1556,0.92,inferred,2026-05-27T11:26:11Z
24576,47415,1572,0.973,direct,2026-05-27T11:26:11Z
24577,47417,1558,0.976,hashtag,2026-05-27T11:26:11Z
24578,47418,1572,0.761,visual,2026-05-27T11:26:11Z
24579,47419,1549,0.934,inferred,2026-05-27T11:26:11Z
24580,47420,1566,0.716,direct,2026-05-27T11:26:11Z
24581,47421,1560,0.895,semantic,2026-05-27T11:26:11Z
24582,47422,1541,0.954,hashtag,2026-05-27T11:26:11Z
24583,47423,1553,0.894,visual,2026-05-27T11:26:11Z
24584,47427,1565,0.985,hashtag,2026-05-27T11:26:11Z
24585,47428,1555,0.825,visual,2026-05-27T11:26:11Z
24586,47430,1545,0.969,direct,2026-05-27T11:26:11Z
24587,47431,1552,0.987,semantic,2026-05-27T11:26:11Z
24588,47432,1565,0.723,hashtag,2026-05-27T11:26:11Z
24589,47433,1566,0.961,visual,2026-05-27T11:26:11Z
24590,47435,1560,0.913,direct,2026-05-27T11:26:11Z
24591,47436,1551,0.985,semantic,2026-05-27T11:26:11Z
24592,47437,1548,0.717,hashtag,2026-05-27T11:26:11Z
24593,47440,1548,0.782,direct,2026-05-27T11:26:11Z
24594,47441,1549,0.987,semantic,2026-05-27T11:26:11Z
24595,47442,1541,0.953,hashtag,2026-05-27T11:26:11Z
24596,47443,1551,0.826,visual,2026-05-27T11:26:11Z
24597,47444,1565,0.88,inferred,2026-05-27T11:26:11Z
24598,47446,1555,0.992,semantic,2026-05-27T11:26:11Z
24599,47447,1563,0.895,hashtag,2026-05-27T11:26:11Z
24600,47448,1559,0.924,visual,2026-05-27T11:26:11Z
24601,47450,1554,0.915,direct,2026-05-27T11:26:11Z
24602,47451,1557,0.707,semantic,2026-05-27T11:26:11Z
24603,47453,1569,0.979,visual,2026-05-27T11:26:11Z
24604,47454,1554,0.934,inferred,2026-05-27T11:26:11Z
24605,47457,1551,0.838,hashtag,2026-05-27T11:26:11Z
24606,47458,1552,0.939,visual,2026-05-27T11:26:11Z
24607,47461,1552,0.706,semantic,2026-05-27T11:26:11Z
24608,47462,1568,0.941,hashtag,2026-05-27T11:26:11Z
24609,47463,1572,0.811,visual,2026-05-27T11:26:11Z
24610,47464,1547,0.855,inferred,2026-05-27T11:26:11Z
24611,47466,1563,0.94,semantic,2026-05-27T11:26:11Z
24612,47467,1547,0.749,hashtag,2026-05-27T11:26:11Z
24613,47468,1558,0.761,visual,2026-05-27T11:26:11Z
24614,47469,1564,0.731,inferred,2026-05-27T11:26:11Z
24615,47472,1560,0.818,hashtag,2026-05-27T11:26:11Z
24616,47473,1559,0.727,visual,2026-05-27T11:26:11Z
24617,47474,1566,0.979,inferred,2026-05-27T11:26:11Z
24618,47475,1570,0.906,direct,2026-05-27T11:26:11Z
24619,47478,1560,0.88,visual,2026-05-27T11:26:11Z
24620,47479,1563,0.761,inferred,2026-05-27T11:26:11Z
24621,47480,1550,0.754,direct,2026-05-27T11:26:11Z
24622,47481,1560,0.938,semantic,2026-05-27T11:26:11Z
24623,47482,1568,0.763,hashtag,2026-05-27T11:26:11Z
24624,47483,1553,0.872,visual,2026-05-27T11:26:11Z
24625,47485,1558,0.825,direct,2026-05-27T11:26:11Z
24626,47487,1567,0.782,hashtag,2026-05-27T11:26:11Z
24627,47488,1568,0.882,visual,2026-05-27T11:26:11Z
24628,47489,1541,0.74,inferred,2026-05-27T11:26:11Z
24629,47490,1569,0.801,direct,2026-05-27T11:26:11Z
24630,47491,1551,0.996,semantic,2026-05-27T11:26:11Z
24631,47493,1558,0.927,visual,2026-05-27T11:26:11Z
24632,47494,1562,0.725,inferred,2026-05-27T11:26:11Z
24633,47497,1568,0.876,hashtag,2026-05-27T11:26:11Z
24634,47498,1565,0.88,visual,2026-05-27T11:26:11Z
24635,47499,1541,0.716,inferred,2026-05-27T11:26:11Z
24636,47500,1554,0.958,direct,2026-05-27T11:26:11Z
24637,47501,1555,0.716,semantic,2026-05-27T11:26:11Z
24638,47502,1570,0.967,hashtag,2026-05-27T11:26:11Z
24639,47503,1572,0.964,visual,2026-05-27T11:26:11Z
24640,47504,1542,0.738,inferred,2026-05-27T11:26:11Z
24641,47506,1550,0.992,semantic,2026-05-27T11:26:11Z
24642,47511,1571,0.828,semantic,2026-05-27T11:26:11Z
24643,47512,1555,0.793,hashtag,2026-05-27T11:26:11Z
24644,47513,1570,0.747,visual,2026-05-27T11:26:11Z
24645,47514,1548,0.729,inferred,2026-05-27T11:26:11Z
24646,47515,1553,0.9,direct,2026-05-27T11:26:11Z
24647,47517,1556,0.826,hashtag,2026-05-27T11:26:11Z
24648,47518,1559,0.962,visual,2026-05-27T11:26:11Z
24649,47519,1557,0.851,inferred,2026-05-27T11:26:11Z
24650,47520,1552,0.881,direct,2026-05-27T11:26:11Z
24651,47522,1542,0.772,hashtag,2026-05-27T11:26:11Z
24652,47523,1549,0.832,visual,2026-05-27T11:26:11Z
24653,47524,1542,0.836,inferred,2026-05-27T11:26:11Z
24654,47525,1554,0.758,direct,2026-05-27T11:26:11Z
24655,47527,1558,0.927,hashtag,2026-05-27T11:26:11Z
24656,47528,1548,0.968,visual,2026-05-27T11:26:11Z
24657,47533,1564,0.905,visual,2026-05-27T11:26:11Z
24658,47534,1558,0.754,inferred,2026-05-27T11:26:11Z
24659,47536,1564,0.974,semantic,2026-05-27T11:26:11Z
24660,47537,1542,0.903,hashtag,2026-05-27T11:26:11Z
24661,47538,1556,0.783,visual,2026-05-27T11:26:11Z
24662,47539,1553,0.866,inferred,2026-05-27T11:26:11Z
24663,47543,1558,0.921,visual,2026-05-27T11:26:11Z
24664,47545,1543,0.719,direct,2026-05-27T11:26:11Z
24665,47548,1569,0.791,visual,2026-05-27T11:26:11Z
24666,47549,1542,0.981,inferred,2026-05-27T11:26:11Z
24667,47550,1554,0.885,direct,2026-05-27T11:26:11Z
24668,47551,1567,1,semantic,2026-05-27T11:26:11Z
24669,47552,1550,0.906,hashtag,2026-05-27T11:26:11Z
24670,47553,1543,0.773,visual,2026-05-27T11:26:11Z
24671,47554,1563,0.82,inferred,2026-05-27T11:26:11Z
24672,47555,1561,0.91,direct,2026-05-27T11:26:11Z
24673,47556,1563,0.871,semantic,2026-05-27T11:26:11Z
24674,47558,1561,0.993,visual,2026-05-27T11:26:11Z
24675,47559,1550,0.952,inferred,2026-05-27T11:26:11Z
24676,47560,1567,0.781,direct,2026-05-27T11:26:11Z
24677,47561,1563,0.929,semantic,2026-05-27T11:26:11Z
24678,47563,1554,0.823,visual,2026-05-27T11:26:11Z
24679,47564,1570,0.854,inferred,2026-05-27T11:26:11Z
24680,47565,1544,0.744,direct,2026-05-27T11:26:11Z
24681,47567,1546,0.928,hashtag,2026-05-27T11:26:11Z
24682,47569,1545,0.704,inferred,2026-05-27T11:26:11Z
24683,47571,1545,0.951,semantic,2026-05-27T11:26:11Z
24684,47572,1547,0.985,hashtag,2026-05-27T11:26:11Z
24685,47573,1545,0.759,visual,2026-05-27T11:26:11Z
24686,47574,1554,0.886,inferred,2026-05-27T11:26:11Z
24687,47576,1548,0.86,semantic,2026-05-27T11:26:11Z
24688,47577,1542,0.983,hashtag,2026-05-27T11:26:11Z
24689,47578,1557,0.721,visual,2026-05-27T11:26:11Z
24690,47579,1547,0.809,inferred,2026-05-27T11:26:11Z
24691,47580,1563,0.831,direct,2026-05-27T11:26:11Z
24692,47583,1545,0.818,visual,2026-05-27T11:26:11Z
24693,47584,1572,0.873,inferred,2026-05-27T11:26:11Z
24694,47586,1569,0.817,semantic,2026-05-27T11:26:11Z
24695,47588,1554,0.831,visual,2026-05-27T11:26:11Z
24696,47592,1542,0.861,hashtag,2026-05-27T11:26:11Z
24697,47595,1553,0.742,direct,2026-05-27T11:26:11Z
24698,47597,1546,0.839,hashtag,2026-05-27T11:26:11Z
24699,47598,1547,0.715,visual,2026-05-27T11:26:11Z
24700,47600,1544,0.814,direct,2026-05-27T11:26:11Z
24701,47601,1560,0.788,semantic,2026-05-27T11:26:11Z
24702,47602,1549,0.814,hashtag,2026-05-27T11:26:11Z
24703,47603,1550,0.946,visual,2026-05-27T11:26:11Z
24704,47605,1541,0.702,direct,2026-05-27T11:26:11Z
24705,47608,1543,0.893,visual,2026-05-27T11:26:11Z
24706,47610,1554,0.976,direct,2026-05-27T11:26:11Z
24707,47615,1561,0.942,direct,2026-05-27T11:26:11Z
24708,47616,1546,0.79,semantic,2026-05-27T11:26:11Z
24709,47617,1551,0.948,hashtag,2026-05-27T11:26:11Z
24710,47618,1572,0.868,visual,2026-05-27T11:26:11Z
24711,47622,1565,0.866,hashtag,2026-05-27T11:26:11Z
24712,47623,1551,0.798,visual,2026-05-27T11:26:11Z
24713,47624,1541,0.933,inferred,2026-05-27T11:26:11Z
24714,47625,1566,0.899,direct,2026-05-27T11:26:11Z
24715,47626,1564,0.826,semantic,2026-05-27T11:26:11Z
24716,47629,1570,0.777,inferred,2026-05-27T11:26:11Z
24717,47631,1550,0.81,semantic,2026-05-27T11:26:11Z
24718,47633,1545,0.932,visual,2026-05-27T11:26:11Z
24719,47635,1542,0.899,direct,2026-05-27T11:26:11Z
24720,47636,1556,0.746,semantic,2026-05-27T11:26:11Z
24721,47638,1544,0.902,visual,2026-05-27T11:26:11Z
24722,47639,1572,0.857,inferred,2026-05-27T11:26:11Z
24723,47642,1567,0.871,hashtag,2026-05-27T11:26:11Z
24724,47643,1562,0.766,visual,2026-05-27T11:26:11Z
24725,47644,1557,0.939,inferred,2026-05-27T11:26:11Z
24726,47645,1571,0.771,direct,2026-05-27T11:26:11Z
24727,47646,1555,0.926,semantic,2026-05-27T11:26:11Z
24728,47648,1545,0.932,visual,2026-05-27T11:26:11Z
24729,47649,1556,0.87,inferred,2026-05-27T11:26:11Z
24730,47652,1564,0.752,hashtag,2026-05-27T11:26:11Z
24731,47653,1555,0.893,visual,2026-05-27T11:26:11Z
24732,47654,1543,0.782,inferred,2026-05-27T11:26:11Z
24733,47655,1569,0.773,direct,2026-05-27T11:26:11Z
24734,47656,1570,0.992,semantic,2026-05-27T11:26:11Z
24735,47657,1548,0.948,hashtag,2026-05-27T11:26:11Z
24736,47658,1549,0.796,visual,2026-05-27T11:26:11Z
24737,47659,1549,0.88,inferred,2026-05-27T11:26:11Z
24738,47662,1566,0.871,hashtag,2026-05-27T11:26:11Z
24739,47665,1567,0.735,direct,2026-05-27T11:26:11Z
24740,47666,1545,0.929,semantic,2026-05-27T11:26:11Z
24741,47667,1556,0.737,hashtag,2026-05-27T11:26:11Z
24742,47668,1556,0.902,visual,2026-05-27T11:26:11Z
